"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'7202";"Ferro-alloys";0;0;41;0;0;0;0;0;9;0;0;0;0;0;283;650;319;0;269;7
"'6603";"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...";0;137;0;17;13;0;0;1;1;3;5;0;0;6;0;2;1;4;11;7
"'4017";"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.";8;23;310;46;78;217;11;2;13;8;31;28;9;14;5;7;4;2;5;7
"'4806";"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ...";1;5;1;4;1;4;1;6;35;8;0;0;21;0;3;56;26;12;10;7
"'1007";"Grain sorghum";0;0;0;0;0;0;0;0;0;0;0;28;0;0;1;0;1;8;21;7
"'0206";"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, ...";0;0;16;0;0;6;0;0;0;0;0;0;0;4;38;0;165;25;2;7
"'9113";"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.";44;35;23;20;4;2;3;4;1;2;1;18;0;7;0;12;0;2;5;7
"'9206";"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas";120;82;74;34;36;13;11;15;8;5;6;8;8;6;5;10;8;3;6;7
"'9103";"Clocks with watch movements (excl. wrist-watches, pocket-watches and other watches of heading ...";0;0;7;5;5;4;1;1;0;1;0;0;0;0;1;0;0;1;0;7
"'0309";"Flours, meals and pellets of fish, crustaceans, molluscs and other aquatic invertebrates, fit ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"'2827";"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ...";0;85;0;0;11;94;31;0;0;0;0;0;0;0;16;5;5;0;6;6
"'2308";"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...";0;0;0;1;0;9;0;0;0;0;0;1;14;21;0;0;0;0;0;6
"'3504";"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ...";0;0;0;0;0;0;0;70;0;0;1;0;0;0;0;0;0;0;0;6
"'7015";"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ...";0;4;33;1;1868;0;28;0;0;0;0;0;0;3;0;0;0;0;0;6
"'5907";"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...";1;0;0;25;4;1;16;16;28;29;115;34;114;6;51;51;76;1;18;6
"'8608";"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...";0;0;0;0;6;0;0;0;0;0;0;37;0;40;2;9;92;47;20;6
"'8003";"Tin bars, rods, profiles and wire, n.e.s.";0;0;0;0;0;1;3;0;0;0;1;6;1;3;1;34;0;36;34;6
"'8449";"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...";0;0;372;0;53;0;0;0;0;0;164;1;0;175;1;1;2;1;0;6
"'8715";"Baby carriages and parts thereof, n.e.s.";0;0;0;0;0;0;0;1;3;1;0;1;4;8;0;32;1;1;4;5
"'7017";"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excl. ...";6;7;3;0;0;13;5;0;1;3;1;3;3;8;8;15;63;17;21;5
"'6811";"Articles of asbestos-cement, cellulose fibre-cement or the like";1;0;85;109;38;427;344;136;0;8;2;15;11;1;29;10;7;1;4;5
"'7319";"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ...";0;0;0;0;0;0;55;66;28;18;27;4;1;38;35;40;0;0;0;5
"'3809";"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...";20;65;90;30;122;235;71;154;123;244;105;170;141;370;130;185;117;94;113;5
"'3911";"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ...";0;26;0;11;3;5;18;10;28;1;8;7;0;35;1;11;3;4;188;5
"'2814";"Ammonia, anhydrous or in aqueous solution";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;3;5
"'0907";"Cloves, whole fruit, cloves and stems";31;50;0;0;0;0;1;0;15;6;4;0;0;0;5;19;0;1;1;5
"'9507";"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ...";1;0;0;39;0;0;7;0;0;2;0;10;4;0;5;3;4;2;4;5
"'9615";"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ...";6;8;5;7;11;80;12;16;50;30;25;22;9;4;5;5;7;2;3;4
"'9209";"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ...";13;5;11;4;8;6;3;2;11;16;1;3;2;1;2;0;0;0;2;4
"'1008";"Buckwheat, millet, canary seed and other cereals (excl. wheat and meslin, rye, barley, oats, ...";0;0;0;0;6;0;0;14;12;0;1;36;0;0;0;2;23;32;2;4
"'2504";"Natural graphite";0;0;0;1;0;0;1;3;0;1;5;0;24;23;64;49;35;4;0;4
"'1805";"Cocoa powder, not containing added sugar or other sweetening matter";0;0;0;0;0;0;0;0;0;5;20;0;0;0;0;0;0;3;8;4
"'3914";"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms";0;0;0;8;0;0;0;0;0;0;0;0;3;0;15;38;1;0;2;4
"'5108";"Carded or combed yarn of fine animal hair (excl. that of wool or that put up for retail sale)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"'2930";"Organo-sulphur compounds";0;0;1;0;3;0;0;0;16;21;1;43;54;3;1;0;6;1;0;4
"'7114";"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ...";31;2;3;23;3;13;3;0;5;102;10;37;7;1;2;0;0;6;2;4
"'6602";"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...";3;0;1;0;7;7;18;4;56;2;13;0;1;1;2;2;1;2;1;4
"'7008";"Multiple-walled insulating units of glass";1;0;0;1;5;1;0;7;13;1;25;7;203;416;26;11;72;15;32;4
"'5910";"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...";0;0;0;0;0;0;16;0;0;24;0;0;0;17;3;0;3;0;0;4
"'5207";"Cotton yarn put up for retail sale (excl. sewing thread)";1;7;0;0;19;2;0;1;5;0;0;11;1;0;0;0;130;54;0;4
"'8405";"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...";0;0;0;9;1;4;0;135;0;1;109;1;6;8;3;37;38;99;253;4
"'8007";"Articles of tin, n.e.s.";0;2;0;0;0;0;1;1;11;0;0;0;4;10;2;158;1;0;0;3
"'5604";"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ...";34;12;30;7;5;22;28;16;261;48;91;61;48;32;32;25;33;30;1;3
"'3707";"Chemical preparations for photographic uses (excl. varnishes, glues, adhesives and similar ...";119;15;52;1;12;112;71;108;10;195;50;132;56;102;70;33;58;9;5;3
"'3702";"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ...";227;0;10;2;0;5;2;0;6;0;0;0;0;0;0;0;20;0;0;3
"'4816";"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ...";115;120;168;65;106;33;92;43;24;46;66;335;381;215;13;17;1;0;0;3
"'2519";"Natural magnesium carbonate ""magnesite""; fused magnesia; dead-burned ""sintered"" magnesia, whether ...";0;0;72;3;0;0;0;0;116;0;0;0;0;0;0;0;0;0;72;3
"'1208";"Flours and meals of oil seeds or oleaginous fruits (excl. mustard)";0;0;0;0;0;0;0;0;0;0;0;34;1;0;0;4;0;0;0;3
"'0402";"Milk and cream, concentrated or containing added sugar or other sweetening matter";278;1;167;6;9;0;50;176;474;298;201;185;344;316;601;2432;2454;149;125;3
"'9201";"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments";0;1;1;0;0;0;0;0;0;0;0;1;2;0;3;1;1;0;3;3
"'9620";"Monopods, bipods, tripods and similar articles";0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;48;4;9;13;3
"'9602";"Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...";13;12;20;7;3;9;6;45;289;192;209;210;88;73;39;9;1;2;3;2
"'0210";"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ...";0;0;0;0;0;3;0;21;12;2;0;0;0;4;0;80;0;0;0;2
"'0906";"Cinnamon and cinnamon-tree flowers";8;18;0;3;1;3;10;3;56;58;24;7;2;0;7;13;15;17;19;2
"'2521";"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...";0;0;0;0;0;0;0;0;1;2;7;21;11;0;0;6;26;33;3;2
"'2516";"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ...";92;300;383;186;490;199;97;114;84;125;31;426;11;20;7;12;21;5;0;2
"'2810";"Oxides of boron; boric acids";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"'2841";"Salts of oxometallic or peroxometallic acids";0;0;0;0;69;0;0;0;0;3;1;2;0;1;11;5;2;4;1;2
"'2842";"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ...";0;0;0;0;0;0;13;117;42;39;60;9;5;11;13;4;0;6;0;2
"'4001";"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ...";0;3;515;215;272;7;0;11;112;0;0;0;0;0;0;0;1;0;0;2
"'4013";"Inner tubes, of rubber";53;109;6;41;5;0;38;0;0;5;1;14;11;2;2;3;59;52;6;2
"'4409";"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, ...";60;145;729;32;651;1301;0;130;15;4;1;14;21;6;74;204;1;20;64;2
"'3407";"Modelling pastes, incl. those put up for children's amusement; preparations known as ""dental ...";208;141;0;4;343;113;25;6;17;15;11;11;30;27;105;86;69;52;20;2
"'2849";"Carbides, whether or not chemically defined";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"'5802";"Terry towelling and similar woven terry fabrics, tufted textile fabrics (excl. narrow woven ...";0;0;2;3;4;2;60;5;16;13;4;35;14;13;0;49;32;10;20;2
"'5809";"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...";24;20;35;31;40;25;178;93;99;42;0;13;3;16;10;5;10;1;2;2
"'5303";"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ...";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;2
"'6502";"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...";0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2
"'7003";"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ...";5;18;15;1;0;1;0;0;1;12;14;32;14;9;0;2;9;18;6;2
"'7004";"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ...";2;7;18;2;3;1;2;15;0;0;1;0;2;0;1;1;0;0;74;2
"'8404";"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...";531;1;0;0;0;14;0;3;11;0;108;107;4;0;25;247;108;1;1;2
"'8440";"Bookbinding machinery, incl. book-sewing machines (excl. machinery of heading 8441, general-purpose ...";6;0;5;22;0;33;96;32;4;31;59;167;35;3;3;176;12;11;0;2
"'8713";"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ...";0;0;0;0;0;0;10;3;0;4;1;7;2;0;3;3;2;5;3;2
"'9008";"Image projectors, and photographic enlargers and reducers (excl. cinematographic)";0;0;1;15;0;1;2;0;0;14;48;0;0;1;6;0;1;0;7;2
"'8478";"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ...";85;120;343;0;0;6;5;0;193;306;0;0;23;3;58;193;0;0;0;1
"'8475";"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...";0;228;0;59;98;0;21;62;84;47;30;151;71;12;0;0;9;0;637;1
"'8476";"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ...";1;0;1;3;0;0;2;50;0;51;3;78;84;5;4;11;5;8;6;1
"'8304";"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...";1;3;17;20;0;4;2;0;1;10;12;6;1;0;3;0;4;7;7;1
"'8210";"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...";163;172;168;130;65;119;66;23;54;12;13;2;6;33;61;37;3;18;1;1
"'6814";"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ...";0;2;0;0;32;0;2;0;2;3;1;0;10;1;0;0;39;22;3;1
"'7116";"Articles of natural or cultured pearls, precious or semi-precious stones ""natural, synthetic ...";3;3;7;12;5;1;14;1;15;1;0;49;14;12;2;1;0;0;0;1
"'7218";"Stainless steel in ingots or other primary forms (excl. remelting scrap ingots and products ...";0;0;0;7;0;0;0;0;22;0;4;7;0;0;2;0;0;0;0;1
"'5909";"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...";0;0;1;0;0;8;2;6;942;18;8;12;70;25;41;52;8;20;12;1
"'6002";"Knitted or crocheted fabrics, of a width <= 30 cm, containing by weight >= 5% of elastomeric ...";885;1232;1104;322;153;904;487;18;57;10;24;16;14;8;15;0;3;2;24;1
"'5905";"Textile wallcoverings";0;0;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1
"'5305";"Coconut, abaca ""Manila hemp or Musa textilis Nee"", ramie, agave and other vegetable textile ...";0;0;0;6;0;6;17;0;7;0;1;11;19;0;3;1;6;0;7;1
"'2844";"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ...";0;0;0;0;0;0;46;0;0;0;0;0;0;0;5;5;5;1;18;1
"'2852";"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excl. amalgams)";0;0;0;0;0;0;0;0;0;0;0;0;132;174;2;27;1;4;32;1
"'2901";"Acyclic hydrocarbons";6;4;0;0;0;0;0;24;6;8;5;0;0;0;0;1;0;9;7;1
"'2904";"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated";0;0;0;19;0;700;2452;4924;2841;941;0;378;941;196;134;7;10;0;141;1
"'2928";"Organic derivatives of hydrazine or of hydroxylamine";0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;2;0;0;6;1
"'3213";"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...";0;1;0;5;0;0;0;26;44;26;17;3;13;11;47;1;0;0;10;1
"'3210";"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...";1;0;40;3;33;11;7;160;522;126;67;82;25;10;19;38;2;1;6;1
"'3705";"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...";0;0;0;37;0;0;5;1;3;10;30;4;0;0;1;0;0;0;0;1
"'3813";"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...";0;0;1;0;0;0;0;0;4;0;0;0;0;129;194;91;31;1;99;1
"'4014";"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excl. hard rubber), ...";24;0;2;6;4;112;116;16;6;10;3;14;5;6;3;6;3;3;8;1
"'4813";"Cigarette paper, whether or not cut to size or in the form of booklets or tubes";58;21;0;4;9;22;6;9;21;31;0;0;0;0;2;4;41;2;75;1
"'5107";"Yarn of combed wool (excl. that put up for retail sale)";41;499;1318;993;673;569;347;584;49;235;357;42;72;8;27;460;32;55;2;1
"'4909";"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...";4;5;5;1;4;5;84;38;37;19;17;25;9;0;1;1;3;1;14;1
"'4413";"Metallised wood and other densified wood in blocks, plates, strips or profile shapes";1;16;1;1;0;0;0;11;45;1;4;0;0;10;22;13;3;15;0;1
"'4504";"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excl. ...";623;493;42;5;153;0;1;0;0;1;0;0;0;0;0;4;7;14;9;1
"'1213";"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...";5;3;2;3;1;2;6;7;4;4;2;3;1;0;0;0;0;0;0;1
"'1603";"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates";329;383;440;339;435;505;529;551;31;0;0;0;0;0;0;0;0;0;2;1
"'9613";"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ...";3;1;0;5;1;85;86;16;8;26;26;68;48;0;9;26;13;24;1;1
"'9207";"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ...";0;0;0;1;0;0;0;1;0;1;0;0;3;5;0;2;1;0;7;1
"'9202";"String musical instruments, e.g. guitars, violins, and harps (excl. with keyboard)";6;2;2;1;4;9;2;1;2;2;0;1;1;0;7;1;1;0;3;1
"'9203";"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ...";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'9205";"Wind musical instruments ""e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ...";24;30;2;3;2;12;1;0;0;0;1;0;2;0;0;0;0;0;1;0
"'9111";"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ...";0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0
"'9108";"Watch movements, complete and assembled";0;2;0;0;0;0;0;0;0;0;0;0;10;11;0;0;0;0;2;0
"'9301";"Military weapons, incl. sub-machine guns (excl. revolvers and pistols of heading 9302 and cutting ...";0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'9302";"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...";0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0
"'9303";"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ...";2;23;0;2;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
"'9304";"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...";0;0;0;0;0;0;11;38;5;0;0;0;0;0;1;0;0;0;0;0
"'9305";"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s.";0;0;0;1;0;0;0;0;0;0;0;0;0;0;969;0;0;0;0;0
"'9306";"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ...";0;14;0;0;597;1178;1;2211;1987;0;0;0;0;41;530;190;171;0;0;0
"'9307";"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...";3;1;4;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;0
"'9104";"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...";0;0;1;0;0;0;6;0;0;0;1;0;0;0;0;0;17;6;8;0
"'9114";"Clock or watch parts, n.e.s.";0;1;1;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;4;0
"'9501";"Wheeled toys designed to be ridden by children, e.g. tricycles, scooters, pedal cars (excluding ...";0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
"'9502";"Dolls representing only human beings";2;9;3;0;3;8;10;3;9;7;18;191;0;0;0;0;0;0;0;0
"'9616";"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder puffs and pads ...";9;8;0;0;2;9;6;17;49;46;11;0;0;0;3;24;499;1;27;0
"'9609";"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ...";309;239;60;6;1;7;1;3;1;3;0;1;10;47;18;1;2;3;16;0
"'9702";"Original engravings, prints and lithographs";0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;7;0;0
"'9706";"Antiques of > 100 years old";0;0;0;0;0;0;0;19;0;0;0;0;42;28;171;0;0;0;0;0
"'1801";"Cocoa beans, whole or broken, raw or roasted";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"'1803";"Cocoa paste, whether or not defatted";0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;1;0;0;0
"'1804";"Cocoa butter, fat and oil";0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0
"'1520";"Glycerol, crude; glycerol waters and glycerol lyes";265;264;144;19;3;0;0;64;2;0;0;0;0;0;2;6;0;0;0;0
"'1521";"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ...";1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0
"'1522";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes";1;0;12;0;0;13;91;2;1;0;60;6;46;0;6;5;0;0;12;0
"'1214";"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ...";0;0;8;0;11;0;0;11;4;2;3;0;0;0;7;1;15;2;4;0
"'1501";"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excl. lard stearin and ...";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"'1402";"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ...";242;327;290;251;241;202;293;297;211;148;188;148;0;0;0;0;0;0;0;0
"'1403";"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ...";0;0;0;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'1513";"Coconut ""copra"", palm kernel or babassu oil and fractions thereof, whether or not refined, ...";0;0;0;0;0;0;21;0;0;0;0;5;0;19;18;0;510;0;2;0
"'1514";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ...";27;10;0;10867;0;601;2;2214;8;0;0;4;3;3;8;0;0;0;34;0
"'1508";"Groundnut oil and its fractions, whether or not refined, but not chemically modified";0;34;0;0;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
"'1505";"Wool grease and fatty substances derived therefrom, incl. lanolin";0;58;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'0905";"Vanilla";15;2;30;0;0;0;0;2;0;0;82;0;24;269;299;882;777;285;1016;0
"'0903";"Mate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;342;58;0;0;0
"'1003";"Barley";0;0;0;0;5;9;0;9;0;2;0;0;6;0;0;0;0;0;0;0
"'1210";"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin";0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'1106";"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ...";1;3;0;1;3;13;3;6;0;0;0;0;0;2;25;0;1;1;52;0
"'1107";"Malt, whether or not roasted";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"'1109";"Wheat gluten, whether or not dried";0;0;0;0;0;0;0;0;0;0;0;325;0;0;0;0;0;0;0;0
"'1201";"Soya beans, whether or not broken";0;0;0;1;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
"'1202";"Groundnuts, whether or not shelled or broken (excl. roasted or otherwise cooked)";0;0;0;3;0;0;0;0;1;5;1;0;38;0;0;0;166;0;0;0
"'0208";"Meat and edible offal of rabbits, hares, pigeons and other animals, fresh, chilled or frozen ...";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"'0209";"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"'0104";"Live sheep and goats";0;0;0;0;0;0;0;217;0;0;0;0;0;0;0;0;0;0;0;0
"'0404";"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ...";0;0;0;0;0;0;233;202;362;443;377;364;257;551;396;42;365;1601;68;0
"'0507";"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ...";48;10;51;27;41;14;21;7;9;7;7;0;3;14;2;0;0;0;0;0
"'0501";"Human hair, unworked, whether or not washed or scoured; waste of human hair";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"'0502";"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ...";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'0503";"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ...";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'0510";"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...";0;0;0;0;2;0;7;2;10;1;1;0;0;0;0;0;0;0;0;0
"'2843";"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ...";16;0;0;0;0;0;0;0;0;1;63;0;0;0;0;2;0;2;1;0
"'2824";"Lead oxides; red lead and orange lead";1;2;9;9;0;0;0;0;2056;1626;32;33;159;89;527;0;0;0;0;0
"'2829";"Chlorates and perchlorates; bromates and perbromates; iodates and periodates";5;0;0;3;25;11;0;7;49;45;0;0;0;0;1;10;4;0;0;0
"'2830";"Sulphides; polysulphides, whether or not chemically defined";0;0;1;0;0;0;29;0;8;6;0;0;0;0;0;0;0;0;10;0
"'2831";"Dithionites and sulfoxylates";0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;1;0;0;0
"'2812";"Halides and halide oxides of non-metals";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;3;14;0
"'2813";"Sulphides of non-metals; commercial phosphorus trisulphide";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0
"'2822";"Cobalt oxides and hydroxides; commercial cobalt oxides";1573;2224;0;0;154;769;558;1264;257;62;0;0;0;0;1287;0;0;0;0;0
"'2819";"Chromium oxides and hydroxides";0;0;0;5;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0
"'2816";"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium";8;239;0;0;0;0;0;0;0;279;0;0;0;0;0;1;0;0;0;0
"'2817";"Zinc oxide; zinc peroxide";3512;11613;5387;24996;27041;15929;8049;15382;10881;12310;3162;4893;5435;3428;4024;6915;5811;0;7;0
"'2702";"Lignite, whether or not agglomerated (excl. jet)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"'2706";"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...";47;41;78;14;11;41;65;97;18;121;5;0;0;0;1;1;0;0;45;0
"'2707";"Oils and other products of the distillation of high temperature coal tar; similar products ...";136395;246830;299662;222893;225853;408818;176144;399338;376024;385619;482441;425879;116231;2;1;0;0;0;13982;0
"'2709";"Petroleum oils and oils obtained from bituminous minerals, crude";0;0;0;0;0;0;2;0;0;78;329;0;0;0;0;1;0;0;0;0
"'2713";"Petroleum coke, petroleum bitumen and other residues of petroleum oil or of oil obtained from ...";0;516;1975;2581;5582;286;1347;255;15872;55623;34658;37374;9106;2252;996;1261;930;3;3;0
"'2714";"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ...";0;0;1;2;0;0;0;11;0;0;1;11;33;0;0;0;0;0;0;0
"'2604";"Nickel ores and concentrates";0;0;9;0;620;0;2146;0;0;0;0;0;0;0;0;0;0;0;0;0
"'2605";"Cobalt ores and concentrates";0;0;0;0;0;0;748;336;0;0;0;0;0;0;0;0;0;0;1;0
"'2606";"Aluminium ores and concentrates";0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
"'2621";"Slag and ash, incl. seaweed ash ""kelp""; ash and residues from the incineration of municipal ...";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;5;0
