"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'720927";"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...";213;400;1367;1645;538;432;1175;198;787;1172;643;89;22;0;37;68;0;0;0;0
"'731811";"Coach screws of iron or steel";0;0;0;0;0;0;7;1;0;0;15;0;1;5;2;0;30;1;0;0
"'731910";"Sewing, darning or embroidery needles, for use in the hand, of iron or steel";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"'740620";"Copper powders, of lamellar structure, and flakes of copper (excl. grains of copper and spangles ...";8;12;583;2451;2727;2080;27;0;0;0;78;43;0;0;15;25;1;0;0;0
"'761511";"Pot scourers and scouring or polishing pads, gloves and the like, of aluminium (excluding sanitary ...";0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0
"'780199";"Unwrought lead (excl. refined lead and lead containing by weight antimony as the principal ...";25;9;0;0;0;0;128;0;0;1;37;2464;288;0;0;0;0;0;0;0
"'780300";"Lead bars, rods, profiles and wire, n.e.s.";0;2;16;637;898;583;739;0;0;0;110;0;0;0;0;0;0;0;0;0
"'741600";"Copper springs (excluding clock and watch springs, spring washers and other lock washers)";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'741999";"Articles of copper, n.e.s.";991;1522;1487;2579;4714;5765;1753;1188;1000;684;728;2315;1857;2675;2475;4067;4717;4236;6814;0
"'741819";"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...";235;256;210;371;372;188;163;150;70;104;123;96;0;0;0;0;0;0;0;0
"'380400";"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...";0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;27;1;0;28;0
"'380830";"Herbicides, germination inhibitors and plant-growth regulators put up for retail sale or as ...";107;0;0;1;6;90;0;2;10;512;0;112;0;0;0;0;0;0;0;0
"'380840";"Disinfectants put up for retail sale or as preparations or articles";10;0;58;3;11;143;545;289;235;287;287;293;0;0;0;0;0;0;0;0
"'350520";"Glues based on starches, dextrins or other modified starches (excl. those put up for retail ...";11;149;357;433;12;0;2;0;5;25;0;0;3;58;1;0;2;18;20;0
"'360490";"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excl. fireworks ...";0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;3;0;10;0;0
"'370255";"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...";0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'382312";"Oleic acid, industrial";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0
"'381220";"Compound plasticisers for rubber or plastics, n.e.s.";0;0;0;0;0;0;2;1;0;0;0;0;0;0;5;0;1;0;0;0
"'381512";"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...";0;0;0;0;0;0;0;216;104;0;0;0;0;0;0;0;0;0;0;0
"'320643";"Pigments and preparations based on hexacyanoferrates ""Ferrocyanides and ferricyanides"", of ...";0;0;0;0;0;0;0;0;0;11;19;16;0;0;0;0;0;0;0;0
"'320720";"Vitrifiable enamels and glazes, engobes ""slips"" and similar preparations of the kind used in ...";0;0;0;1;0;0;0;0;0;2;5;3;0;0;0;54;3;3;2;0
"'320730";"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0
"'320190";"Tanning extracts of vegetable origin (excl. quebracho extract and wattle extract); tannins ...";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"'320210";"Synthetic organic tanning substances";8;4;0;0;0;0;0;30;0;6;0;0;0;0;0;0;0;0;0;0
"'410130";"Raw hides and skins of bovine animals, dry-salted, limed, pickled or otherwise preserved, whether ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'410422";"Bovine leather, dehaired, mineral or synthetic pre-tanned only, whether or not split (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'410439";"Bovine and equine leather, dehaired, prepared after tanning, incl. parchment-dressed (excluding ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'410512";"Sheep or lambskin leather, without wool on, mineral or synthetic pre-tanned only, whether or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'410619";"Goat or kidskin leather, dehaired, tanned only, whether or not split (excluding pre-tanned ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'410631";"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...";2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'410790";"Leather of antelopes, deer, elks, elephants and other animals, incl. sea animals, dehaired, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'400231";"Isobutylene isoprene rubber ""IIR"", in primary forms or in plates, sheets or strip";0;0;0;38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"'400610";"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres";0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
"'400122";"Technically specified natural rubber ""TSNR""";0;0;0;212;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'391110";"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...";0;26;0;0;0;0;0;0;0;0;5;0;0;0;0;8;0;0;0;0
"'391390";"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...";0;1;0;0;0;0;1;0;1;0;795;223;1;0;0;0;7;0;2;0
"'390591";"Copolymers of vinyl, in primary forms (excl. vinyl chloride-vinyl acetate copolymers and other ...";0;0;0;0;0;0;0;0;0;0;27;20;73;0;0;0;0;0;0;0
"'392079";"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...";0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"'511220";"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...";0;0;0;35;272;31;52;128;137;25;25;104;471;375;116;0;0;1;51;0
"'520514";"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'520527";"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...";267;34;17;32;13;0;223;344;166;22;432;188;44;0;136;2;3;0;0;0
"'520531";"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight ...";1;127;0;44;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"'520542";"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...";209;326;144;307;802;308;253;0;0;11;7;0;0;0;0;0;0;2;0;0
"'520547";"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...";142;361;264;236;35;93;206;149;123;2;8;3;2;6;1;0;5;2;0;0
"'520952";"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m�, in three-thread ...";3;13;8;24;12;22;2;8;0;0;2;4;10;5;202;21;4;40;64;0
"'521022";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...";0;0;0;1;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'521031";"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...";299;129;17;28;50;52;66;4;2;1;91;57;0;9;13;217;2;11;7;0
"'521051";"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...";0;0;0;8;1;0;5;0;0;0;0;22;0;10;0;0;0;0;0;0
"'521212";"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...";0;0;0;150;190;81;20;47;6;0;0;0;3;17;13;25;0;0;0;0
"'530610";"Single flax yarn";0;0;0;0;0;21;0;36;0;0;0;4;126;0;18;0;0;0;0;0
"'530620";"Multiple ""folded"" or cabled flax yarn";5;30;66;131;114;0;1;52;128;151;2;0;0;0;0;0;0;0;0;0
"'531090";"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...";0;0;0;0;0;0;0;0;0;0;0;0;39;35;0;4;0;0;0;0
"'500720";"Woven fabrics containing >= 85% silk or schappe by weight";169;15;13;106;424;296;239;43;503;31;92;104;115;77;9;16;48;69;0;0
"'510130";"Carbonised wool, neither carded nor combed";0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;9;0;0;0;0
"'510521";"Wool, combed, in fragments ""open tops""";0;0;0;0;0;0;0;1;0;77;9;0;0;0;0;0;0;0;0;0
"'480510";"Semi-chemical fluting paper ""corrugated medium"", uncoated, in rolls of a width > 15 cm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'480790";"Composite paper and paperboard, neither surface-coated nor impregnated, whether or not internally ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'480252";"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'401320";"Inner tubes, of rubber, of a kind used for bicycles";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;41;4;0
"'440791";"Oak ""Quercus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"'440420";"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...";0;0;0;0;0;11;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"'420600";"Articles of gut, goldbeater's skin, bladders or tendons (excl. silkworm gut, sterile catgut, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"'460110";"Plaits and similar products of plaiting materials worked lengthwise, whether or not assembled ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'441191";"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...";0;0;0;27;8;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0
"'441214";"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...";0;0;0;1;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0
"'441890";"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...";693;1084;568;476;560;500;1604;772;1380;250;317;2081;903;197;0;0;0;0;0;0
"'440890";"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...";5;9;7;48;72;15;100;30;18;5;24;7;8;24;16;17;5;14;2;0
"'440910";"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...";2;0;662;0;0;0;0;0;0;2;0;1;0;3;0;0;1;1;16;0
"'440920";"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, ...";58;145;66;32;651;1301;0;130;15;1;1;13;0;0;0;0;0;0;0;0
"'284130";"Sodium dichromate";0;0;0;0;0;0;0;0;0;0;1;2;0;0;9;2;1;2;0;0
"'284169";"Manganites, manganates and permanganates (excl. potassium permanganate)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"'284310";"Colloidal precious metals";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'284329";"Silver compounds, inorganic or organic, whether or not chemically defined (excl. of mercury ...";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"'290311";"Chloromethane ""methyl chloride"" and chloroethane ""ethyl chloride""";0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;8;0;0;0;0
"'290372";"Dichlorotrifluoroethanes";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"'290539";"Diols (excl. ethylene glycol ""ethanediol"" and propylene glycol ""propane-1,2-diol"")";0;0;0;0;0;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0
"'290613";"Sterols and inositols";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'290950";"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...";0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
"'291010";"Oxirane ""ethylene oxide""";0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0
"'240391";"Tobacco, ""homogenised"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse ...";0;0;1;0;0;0;0;21;315;2139;10698;13090;17066;26290;15851;16870;8884;0;0;0
"'251720";"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...";17;39;84;50;29;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0
"'270900";"Petroleum oils and oils obtained from bituminous minerals, crude";0;0;0;0;0;0;2;0;0;78;329;0;0;0;0;1;0;0;0;0
"'285300";"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"'291429";"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excl. cyclohexanone, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"'291570";"Palmitic acid, stearic acid, their salts and esters";1;0;0;0;1;5;10;0;0;12;0;5;2;1;0;0;5;0;1;0
"'291614";"Esters of methacrylic acid";0;0;0;0;0;0;0;2;10;4;3;8;1;2;5;5;7;3;1;0
"'291631";"Benzoic acid, its salts and esters (excl. inorganic or organic compounds of mercury)";0;0;0;10;0;0;0;1;4;1;0;2;5;0;3;0;0;0;0;0
"'291719";"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...";0;0;0;0;3;3;0;7;9;4;0;0;0;4;0;19;0;2;4;0
"'292215";"Triethanolamine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"'293371";"6-Hexanelactam ""epsilon-caprolactam""";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0
"'293625";"Vitamin B6 and its derivatives, used primarily as vitamins";0;0;0;2;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0
"'293690";"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...";0;15;0;0;0;0;0;0;21;65;6;1;0;0;1;1;5;2;0;0
"'293721";"Cortisone, hydrocortisone, prednisone ""dehydrocortisone"" and prednisolone ""dehydrohydrocortisone""";0;0;100;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'271220";"Paraffin wax containing < 0,75% by weight of oil";0;0;0;0;30;163;3;3;0;0;0;0;0;0;0;0;0;0;0;0
"'280512";"Calcium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0
"'281290";"Halides and halide oxides of non-metals (excl. chlorides and chloride oxides)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
"'282120";"Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"'282200";"Cobalt oxides and hydroxides; commercial cobalt oxides";1573;2224;0;0;154;769;558;1264;257;62;0;0;0;0;1287;0;0;0;0;0
"'282580";"Antimony oxides";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
"'283325";"Sulphates of copper";143;66;0;0;52;0;0;0;75;0;0;0;0;15;0;63;0;1;0;0
"'230890";"Maize stalks, maize leaves, marc and other vegetable materials, waste, residues and by-products ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'220720";"Denatured ethyl alcohol and other spirits of any strength";0;0;0;0;0;0;0;0;25;0;0;0;0;76;32;65;0;1;0;0
"'230210";"Bran, sharps and other residues of maize ""corn"", whether or not in the form of pellets, derived ...";0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0
"'230649";"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
"'200590";"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...";3048;3336;3084;4229;7442;7866;7215;7229;5789;5051;6164;6978;0;0;0;0;0;0;0;0
"'200870";"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ...";0;0;0;0;0;0;125;218;232;421;446;548;379;200;16;180;151;3;0;0
"'200891";"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...";0;0;0;0;0;0;61;0;1;0;0;0;7;0;0;2;0;0;0;0
"'170230";"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...";483;1037;739;838;708;350;225;428;0;8;0;0;0;0;17;5;24;15;14;0
"'160552";"Scallops, incl. queen scallops, prepared or preserved (excl. smoked)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0
"'152110";"Vegetable waxes, whether or not refined or coloured (excl. triglycerides)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'160239";"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...";0;0;0;0;111;300;160;200;361;7;2;4;0;1;165;14;7;9;13;0
"'090611";"Cinnamon ""Cinnamomum zeylanicum Blume"" (excl. crushed and ground)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"'090700";"Cloves, whole fruit, cloves and stems";31;50;0;0;0;0;1;0;15;6;4;0;0;0;0;0;0;0;0;0
"'090810";"Nutmeg";215;134;113;3;161;114;67;90;29;2;0;15;0;0;0;0;0;0;0;0
"'090112";"Decaffeinated coffee (excl. roasted)";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0
"'080310";"Fresh or dried plantains";0;0;0;0;0;0;0;0;0;0;0;0;1;11;36;4;0;2;1;0
"'080520";"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...";133930;148933;225032;200490;206408;208742;192784;253073;350893;257371;331919;300939;321236;299550;0;0;0;0;0;0
"'080530";"Fresh or dried lemons ""Citrus limon, Citrus limonum"" and limes ""Citrus aurantifolia""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'150500";"Wool grease and fatty substances derived therefrom, incl. lanolin";0;58;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'151000";"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...";561;6221;350;352;1374;5012;3443;5971;8005;3956;9328;10060;12088;11628;22572;27415;12677;7355;27098;0
"'151311";"Crude coconut oil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
"'151499";"High erucic acid rape or colza oil ""fixed oil which has an erucic acid content of >= 2%"", and ...";27;10;0;0;0;11;2;1;8;0;0;4;0;0;0;0;0;0;34;0
"'151519";"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excl. ...";0;0;0;1;0;1;0;0;0;0;0;0;1772;44;0;0;0;0;0;0
"'110520";"Flakes, granules and pellets of potatoes";0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;3;1;0;0
"'110620";"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"'110710";"Malt (excl. roasted)";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"'110900";"Wheat gluten, whether or not dried";0;0;0;0;0;0;0;0;0;0;0;325;0;0;0;0;0;0;0;0
"'120100";"Soya beans, whether or not broken";0;0;0;1;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
"'120220";"Shelled groundnuts, whether or not broken (excluding roasted or otherwise cooked)";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'120242";"Groundnuts, shelled, whether or not broken (excl. seed for sowing, roasted or otherwise cooked)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;0;0;0
"'070521";"Fresh or chilled witloof chicory";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0
"'060310";"Fresh cut flowers and flower buds, for bouquets or for ornamental purposes";4207;1778;3696;4139;3689;3242;3596;4420;5240;4668;5717;8115;0;0;0;0;0;0;0;0
"'050300";"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ...";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'050900";"Natural sponges of animal origin";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'030439";"Fresh or chilled fillets of carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, ...";0;0;0;0;0;0;0;0;0;0;0;0;191;28;0;0;0;0;0;0
"'030377";"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)";0;0;0;36;61;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'020210";"Frozen bovine carcases and half-carcases";0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'030259";"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...";0;0;0;0;0;0;0;0;0;0;0;0;1072;1803;387;2;0;0;0;0
"'030311";"Frozen sockeye salmon [red salmon] ""Oncorhynchus nerka""";19;0;0;107;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0
"'030692";"Lobsters ""Homarus spp."", whether in shell or not, dried, salted, smoked or in brine, incl. ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0
"'030772";"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;49;0;0
"'970200";"Original engravings, prints and lithographs";0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;7;0;0
"'950640";"Articles and equipment for table-tennis";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'960850";"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...";4;0;1;15;0;0;0;0;0;0;0;0;3;14;2;0;0;0;12;0
"'960920";"Pencil leads, black or coloured";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"'961320";"Pocket lighters, gas fuelled, refillable";0;0;0;4;0;79;0;0;0;0;0;0;11;0;8;0;0;0;0;0
"'930310";"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'930700";"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...";3;1;4;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;0
"'911180";"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0
"'940390";"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...";642;401;812;996;1401;1048;622;576;525;599;615;709;444;484;423;456;815;894;1473;0
"'950349";"Toys representing animals or non-human creatures (excluding stuffed)";439;465;370;498;445;596;574;322;490;636;409;427;0;0;0;0;0;0;0;0
"'950360";"Puzzles";28;41;42;45;29;24;21;121;158;104;90;14;0;0;0;0;0;0;0;0
"'950390";"Toys, n.e.s.";186;72;1280;4982;6378;6560;5200;259;276;176;282;1117;0;0;0;0;0;0;0;0
"'901820";"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences";0;0;0;13;0;0;1;0;1;0;0;80;0;0;0;0;0;0;0;0
"'900912";"Electrostatic photocopying apparatus, operating by reproducing the original image via an intermediate ...";158;0;1;0;0;0;0;0;0;11;0;26;0;0;0;0;0;0;0;0
"'900990";"Parts and accessories for photocopying and thermo-copying apparatus n.e.s.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'900999";"Parts and accessories for photocopying and thermo-copying apparatus, n.e.s. (excluding automatic ...";18;12;2;7;41;2;1;20;8;62;85;75;0;0;0;0;0;0;0;0
"'871110";"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...";185;0;35;4;50;49;28;33;55;52;24;14;11;6;0;1;826;140;9;0
"'871140";"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...";1;0;0;0;0;0;0;3;0;43;0;0;0;4;2;0;0;0;23;0
"'880400";"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...";2;0;0;0;0;0;0;0;1;209;111;254;159;258;96;25;0;0;0;0
"'880521";"Air combat simulators and parts thereof";0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"'902720";"Chromatographs and electrophoresis instruments";0;0;0;61;0;12;17;0;0;4;0;5;11;0;83;101;22;5;0;0
"'910519";"Alarm clocks (excl. electrically operated)";0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"'910291";"Pocket-watches and the like, incl. stop-watches, electrically operated (excl. of precious metal ...";0;3;17;17;40;32;39;41;32;47;57;64;1;0;0;0;0;0;1;0
"'910199";"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...";0;1;0;0;17;3;0;20;41;0;38;0;0;0;0;0;0;9;0;0
"'854270";"Electronic microassemblies made from discrete, active or both active and passive components, ...";43;2;1118;5574;9412;10257;11999;15645;20341;20328;21994;23605;0;0;0;0;0;0;0;0
"'854451";"Electric conductors, for a voltage > 80 V but <= 1.000 V, insulated, fitted with connectors, ...";172525;156084;93128;109777;170909;195804;193772;285083;399132;353771;386668;452872;0;0;0;0;0;0;0;0
"'860210";"Diesel-electric locomotives";282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'860699";"Railway or tramway goods vans and wagons (excl. those specially designed for the transport ...";0;0;0;0;0;0;42;0;0;0;0;0;0;7258;0;9;2;0;0;0
"'860711";"Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock";0;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0
"'854079";"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excl. magnetrons and grid-controlled ...";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"'853331";"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...";0;2;1;13;0;0;240;35;0;0;0;0;10;29;20;0;0;0;0;0
"'870195";"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;3;28;0;0;0
"'854890";"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...";25;26;196;66;29;152;906;3254;385;310;279;201;786;690;938;931;2947;2724;5194;0
"'870490";"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...";0;0;0;0;0;0;0;0;0;10;554;0;0;0;0;0;0;0;0;0
"'890130";"Refrigerated vessels (excl. tankers)";0;1939;0;1589;1505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"'890392";"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)";901;276;5915;840;147;1163;2976;2025;50;0;0;0;11;0;0;0;3;0;0;0
