"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'870810";"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...";98;96;87;36;2;82;78;4;44;66;6;80;48;9;7;383;63;1504;148;336
"'731010";"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...";2;5;1;122;73;24;6;134;89;31;88;151;68;143;154;66;58;76;347;335
"'841459";"Fans (excl. table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...";115;11;59;71;73;114;164;36;195;130;140;139;131;196;274;133;248;313;250;335
"'030791";"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...";218;1215;3625;968;670;344;275;154;62;139;175;233;41;113;192;163;450;878;974;334
"'940370";"Furniture of plastics (excl. medical, dental, surgical or veterinary, and seats)";74;181;264;169;130;39;11;24;99;8;43;133;170;116;200;157;137;150;164;334
"'853929";"Filament lamps, electric (excl. tungsten halogen lamps, lamps of a power <= 200 W and for a ...";12;29;21;19;37;126;118;171;10;99;7;75;25;20;6;8;31;29;102;334
"'610439";"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excl. of ...";92;167;928;256;733;1485;734;2378;19428;32061;27855;10581;2622;883;869;703;166;780;389;333
"'030691";"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331
"'560811";"Made-up knotted fishing nets of man-made textile materials (excl. landing nets)";5;32;70;160;34;67;8;130;337;228;193;535;273;115;129;304;205;396;1106;330
"'200490";"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...";113;244;169;607;736;699;581;204;88;122;181;183;242;245;99;236;263;259;5260;328
"'330710";"Shaving preparations, incl. pre-shave and aftershave products";0;2;0;94;14;116;174;81;119;4;19;36;17;62;122;129;162;54;467;327
"'841490";"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...";63;50;192;137;413;592;48;601;85;81;114;161;70;26;83;23;179;1318;471;325
"'846693";"Parts and accessories for machine tools for working material by removing material of headings ...";4;2;3;7;78;16;3;2;1;33;31;146;169;71;153;247;974;275;267;325
"'853931";"Discharge lamps, fluorescent, hot cathode";21;10;19;48;21;5;137;78;404;586;2316;3307;3214;4105;4847;5182;3232;1645;327;325
"'680210";"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...";88;105;165;141;199;312;191;133;278;67;204;250;453;625;324;403;131;111;82;323
"'610120";"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...";652;921;1839;2586;550;652;325;729;313;145;1015;951;937;569;373;222;427;165;422;323
"'040721";"Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)";0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;26;1;322
"'610210";"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...";129;82;174;151;382;890;720;671;2077;778;384;1686;3008;1072;608;182;734;382;1082;322
"'200931";"Single citrus fruit juice, unfermented, Brix value <= 20 at 20�C, whether or not containing ...";0;0;4;33;0;0;34;0;0;98;1;133;32;0;3;276;508;232;318;322
"'847141";"Data-processing machines, automatic, comprising in the same housing at least a central processing ...";30;178;481;212;145;1745;4479;583;220;825;341;992;505;598;210;162;518;770;207;321
"'901720";"Drawing, marking-out and mathematical calculating instruments (excl. drafting tables and machines ...";86;6;5;4;105;27;243;23;4;12;2;17;27;22;6;12;8;4;10;319
"'860900";"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...";22;11;15;37;24;51;220;264;155;96;200;825;124;238;255;530;326;574;560;319
"'730423";"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excl. products ...";0;0;0;0;0;0;0;0;0;0;0;0;10;7;321;72;127;7;89;318
"'842890";"Machinery for lifting, handling, loading or unloading, n.e.s.";9;22;106;59;8;201;217;272;583;277;699;414;291;273;707;323;516;1062;612;318
"'283699";"Carbonates and peroxocarbonates ""percarbonates""; commercial ammonium carbonate containing ammonium ...";0;0;0;2;5;0;0;3;0;299;7;4;8;16;32;55;128;112;495;317
"'380210";"Activated carbon (excl. medicaments or deodorant products for fridges, vehicles etc., put up ...";0;0;2370;88;3691;3153;2163;0;0;0;3;5;0;496;123;93;346;151;160;317
"'282890";"Hypochlorites, chlorites and hypobromites (excl. calcium hypochlorites)";29;30;26;38;39;35;106;43;63;37;35;54;46;70;61;106;185;265;212;313
"'081070";"Fresh persimmons";0;0;0;0;0;0;0;0;0;0;0;0;21;76;114;91;208;982;368;312
"'842790";"Works trucks fitted with lifting or handling equipment, not self-propelled";3;22;11;13;68;10;33;363;106;197;93;92;64;110;222;151;52;784;658;312
"'830242";"Base metal mountings, fittings and similar articles suitable for furniture (excl. locks with ...";35;97;95;67;67;93;99;38;39;81;169;177;199;270;174;277;47;178;245;310
"'060319";"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. ...";0;0;0;0;0;0;0;0;0;0;0;0;466;278;201;466;476;1045;586;310
"'441821";"Doors and their frames and thresholds, of tropical wood";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309
"'842833";"Continuous-action elevators and conveyors for goods or materials, belt type (excl. those for ...";0;25;70;266;81;4;484;60;593;291;760;879;224;137;137;369;1103;2365;1742;308
"'761210";"Collapsible tubular containers, of aluminium";719;603;617;562;644;763;664;250;168;577;386;185;216;279;119;243;138;173;270;307
"'970390";"Original sculptures and statuary, in any material (excl. over 100 years old)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307
"'283330";"Alums";87;66;57;116;40;2;228;6;130;225;145;225;160;61;198;139;185;111;193;306
"'850220";"Generating sets with spark-ignition internal combustion piston engine";0;5;6;91;7;31;0;7;150;110;478;910;908;228;177;568;456;277;739;306
"'760820";"Tubes and pipes of aluminium alloys (excl. hollow profiles)";4;1;0;170;504;423;56;0;31;1696;205;161;70;57;7;13;11;58;12;305
"'330690";"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excl. dentifrices ...";25;11;28;80;24;65;97;57;63;18;63;75;34;63;25;131;231;506;473;303
"'610230";"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...";2636;2463;3211;3144;2069;2826;4573;2721;3387;4771;2996;5137;8683;11409;13595;14264;5787;1941;2268;302
"'281121";"Carbon dioxide";0;12;0;0;0;0;0;0;0;0;1;26;40;0;58;215;278;249;316;302
"'845180";"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...";24;161;44;21;118;153;76;27;29;108;152;440;127;248;157;642;44;55;31;300
"'852580";"Television cameras, digital cameras and video camera recorders";0;0;0;0;0;0;0;0;0;0;0;0;6196;3474;3147;3328;989;6355;27252;299
"'252921";"Fluorspar containing by weight <= 97% calcium fluoride";8512;10697;13104;18220;11617;13685;17009;15638;18807;25749;36499;34976;25200;14221;10419;16061;23327;12402;10935;299
"'854190";"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...";1791;1630;136;19;41;310;1482;568;0;0;26;600;268;414;43;163;264;222;95;296
"'847340";"Parts and accessories of other office machines of heading 8472, n.e.s.";0;21;143;116;107;265;395;312;440;444;336;505;228;135;199;98;70;77;84;295
"'860719";"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...";0;0;0;0;0;0;0;1;6;328;6;7;11;0;0;14;0;48;67;295
"'630260";"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excl. ...";270;586;570;560;680;532;353;206;74;142;194;109;214;207;299;222;157;147;244;294
"'732010";"Leaf-springs and leaves therefor, of iron or steel (excl. clock and watch springs and shock ...";21;43;3;24;7;110;102;6;3;333;635;207;111;143;360;467;522;254;437;293
"'040610";"Fresh cheese ""unripened or uncured cheese"", incl. whey cheese, and curd";1;1;0;2;0;0;0;0;1;41;100;328;0;0;111;26;14;29;169;291
"'940429";"Mattresses, fitted with springs or stuffed or internally filled with any material (excl. cellular ...";758;1002;873;1120;950;757;984;978;1388;1188;1012;843;1265;2342;506;286;279;225;328;289
"'620990";"Babies' garments and clothing accessories of textile materials (excl. of cotton or synthetic ...";690;651;881;1247;1446;1277;1196;3403;8685;4772;4643;3907;2139;2021;1995;2783;4944;742;626;289
"'380894";"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...";0;0;0;0;0;0;0;0;0;0;0;0;163;391;329;318;267;307;288;289
"'200989";"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...";0;0;0;0;0;0;0;0;0;0;0;0;264;784;951;1017;204;23;23;288
"'120770";"Melon seeds";0;0;0;0;0;0;0;0;0;0;0;0;384;445;672;396;544;700;569;287
"'380859";"Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;275;5;72;325;287
"'080830";"Fresh pears";0;0;0;0;0;0;0;0;0;0;0;0;218;121;264;203;252;145;178;285
"'190490";"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...";12;0;0;0;0;0;28;26;51;10;2;5;10;0;1;3;0;189;385;284
"'030483";"Frozen fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283
"'580890";"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...";311;263;234;382;407;448;340;428;384;199;367;731;727;702;435;191;413;349;360;282
"'830210";"Hinges of all kinds, of base metal";293;24;56;42;44;102;79;38;40;68;135;103;118;116;76;183;185;61;83;281
"'842381";"Weighing machinery having a maximum weighing capacity <= 30 kg (excl. balances of a sensitivity ...";0;67;59;86;5;167;2;3;34;27;11;62;65;30;11;22;59;64;132;281
"'390230";"Propylene copolymers, in primary forms";0;0;0;0;0;0;0;124;0;173;198;316;272;373;284;806;899;373;398;281
"'620821";"Women's or girls' nightdresses and pyjamas of cotton (excl. knitted or crocheted, vests and ...";3239;2115;1881;1882;1808;1915;1325;1149;1510;810;545;496;121;259;351;443;402;206;275;280
"'750300";"Waste and scrap, of nickel (excl. ingots or other similar unwrought shapes, of remelted nickel ...";304;416;148;368;4;0;84;85;134;124;224;245;226;106;128;1;166;1;176;280
"'610130";"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...";3988;3121;2658;2055;2359;2942;1784;3047;2188;295;1552;976;2857;1298;948;869;172;106;337;280
"'680299";"Monumental or building stone, in any form, polished, decorated or otherwise worked (excl. calcareous ...";114;217;248;182;131;166;125;87;100;161;144;226;157;463;546;751;544;19;60;280
"'020230";"Frozen, boneless meat of bovine animals";3;0;0;0;0;50;129;175;23;264;0;125;86;410;221;468;212;41;28;277
"'285390";"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;0;4;0;273
"'901580";"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...";12;49;132;10;188;2021;1907;94;228;103;91;468;179;100;158;1268;366;223;517;272
"'480990";"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...";0;0;1193;2456;354;177;0;142;0;0;0;54;4;0;0;12;71;184;62;270
"'820790";"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...";16;77;1335;232;1216;386;385;176;73;612;300;313;270;143;137;148;202;313;664;270
"'030636";"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;900;13;82;178;308;270
"'841790";"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.";0;0;0;0;21;12;0;50;32;0;29;0;78;6;2;43;2;43;184;269
"'020410";"Fresh or chilled lamb carcases and half-carcases";0;0;0;0;2;0;3;19;55;0;14;0;1;0;0;1;0;0;79;269
"'410419";"Hides and skins of bovine ""incl. buffalo"" or equine animals, in the wet state ""incl. wet-blue"", ...";871;17;0;6;2;3;7;0;836;6;0;0;0;0;0;8;0;0;215;269
"'080390";"Fresh or dried bananas (excl. plantains)";0;0;0;0;0;0;0;0;0;0;0;0;9;20;14;83;79;77;261;267
"'560313";"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...";128;0;178;0;1;4;0;0;0;0;0;1;2;39;56;64;8;1;287;267
"'853661";"Lamp holders for a voltage <= 1.000 V";9;31;30;24;36;86;68;75;184;104;204;266;228;213;678;806;609;218;226;266
"'071120";"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...";71;63;34;88;191;71;105;230;493;132;86;379;293;322;53;37;195;139;196;264
"'732190";"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.";4;23;20;0;0;0;0;16;201;381;218;174;11;56;4;13;97;156;79;264
"'560392";"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...";0;10;1;36;18;15;43;18;53;16;1;144;1;688;0;41;42;556;142;264
"'854411";"Winding wire for electrical purposes, of copper, insulated";11;32;29;170;37;94;0;3894;19656;13549;6958;754;191;46;1320;89;274;45;26;264
"'820559";"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.";34;74;8;86;56;71;1625;549;15988;3695;659;910;190;280;356;439;189;1145;658;263
"'550620";"Staple fibres of polyesters, carded, combed or otherwise processed for spinning";3;283;178;1349;771;342;6;22;0;14;1;0;0;0;0;0;16;0;0;262
"'611231";"Men's or boys' swimwear of synthetic fibres, knitted or crocheted";537;935;1353;259;594;489;144;64;526;341;130;241;48;59;128;24;81;65;30;261
"'440112";"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous";0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;5;65;32;119;260
"'940529";"Electric table, desk, bedside or floor-standing luminaires (excl. those solely for light-emitting ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259
"'690390";"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods, ...";36;84;23;14;20;61;0;4;10;136;147;157;84;383;490;435;252;182;235;257
"'540793";"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...";815;654;984;3446;1211;1448;1312;1459;1316;1556;2042;1929;1329;1007;1107;903;471;545;411;257
"'630231";"Bedlinen of cotton (excl. printed, knitted or crocheted)";5389;1595;1015;605;750;730;407;516;430;231;333;246;154;362;295;206;490;448;438;256
"'390890";"Polyamides, in primary forms (excl. polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)";12;1;0;71;0;0;22;35;59;83;24;16;5;4;81;109;275;312;375;255
"'853110";"Burglar or fire alarms and similar apparatus";4;49;9;37;51;163;159;185;357;327;750;68;773;149;152;261;221;273;246;254
"'720890";"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...";1;21;41;0;5;0;0;13;12;130;140;620;52;18;53;335;157;210;180;254
"'230690";"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";137;416;3;21;3;150;66;168;2000;1232;98;220;436;325;122;279;832;505;328;252
"'851769";"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...";0;0;0;0;0;0;0;0;0;0;0;0;182;455;924;597;173;373;250;251
"'846190";"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...";0;2;318;1627;63;2;1;28;28;9;176;2;9;0;18;2;12;0;34;250
"'262030";"Slag, ash and residues containing mainly copper";191;395;668;745;1065;747;413;974;2127;887;1195;1549;808;364;172;139;853;385;539;250
"'321519";"Printing ink, whether or not concentrated or solid (excl. black ink)";43;2;74;268;304;305;183;9;113;5;116;365;102;203;406;613;933;165;185;248
"'530929";"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...";10;23;33;64;146;177;447;260;800;27;44;631;373;124;67;142;573;932;578;247
"'940139";"Swivel seats with variable height adjustments (excl. of wood, and medical, surgical, dental ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245
"'392290";"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excl. baths, ...";528;376;45;196;222;243;34;32;39;177;57;27;10;71;118;54;87;111;205;245
"'900140";"Spectacle lenses of glass";3261;2361;1941;1188;484;1462;89;113;74;252;123;1113;735;639;664;541;584;373;317;245
"'610331";"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excl. ...";52;101;14;11;4;0;3;3;828;49;35;29;0;30;30;10;4;87;3;245
"'700529";"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excl. ...";0;3;0;2;1;0;0;314;117;272;63;332;969;107;112;4;5;5;0;244
"'560749";"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...";73;137;168;27;198;194;100;161;256;237;205;366;250;332;291;401;52;122;70;244
"'940620";"Modular building units, of steel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243
"'842290";"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...";11;30;16;11;421;231;788;91;15;165;63;94;93;316;181;64;125;76;111;243
"'731210";"Stranded wire, ropes and cables, of iron or steel (excl. electrically insulated products and ...";3552;1707;725;686;982;923;653;389;592;131;227;433;46;80;173;320;92;409;229;241
"'847170";"Storage units for automatic data-processing machines";17;78;59;153;107;89;174;383;325;778;663;880;816;933;485;821;352;779;257;241
"'520420";"Cotton sewing thread, put up for retail sale";0;12;15;6;71;85;206;32;82;3;70;553;535;308;369;390;252;143;246;240
"'841350";"Reciprocating positive displacement pumps for liquids, power-driven (excl. those of subheading ...";2;0;0;16;24;19;22;74;7;96;32;32;103;47;88;138;266;104;364;240
"'871492";"Wheel rims and spokes, for cycles (excl. for motorcycles)";42;0;0;0;0;0;0;3;21;10;0;0;0;0;0;0;0;0;1;239
"'291632";"Benzoyl peroxide and benzoyl chloride";5;13;25;29;28;53;45;60;77;80;111;113;102;132;112;175;152;162;235;239
"'010129";"Live horses (excl. pure-bred for breeding)";0;0;0;0;0;0;0;0;0;0;0;0;62;51;78;81;74;58;80;238
"'730422";"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;62;56;58;4;237
"'482190";"Paper or paperboard labels of all kinds, non-printed";8;41;58;251;164;76;222;325;389;159;287;414;306;382;135;282;386;513;182;236
"'820719";"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...";7;22;79;211;296;2;30;90;90;127;194;518;135;92;126;527;94;345;393;235
"'390330";"Acrylonitrile-butadiene-styrene copolymers ""ABS"", in primary forms";0;0;0;0;39;49;0;1;2;5;5;2;0;71;4;162;262;146;47;235
"'570241";"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...";0;4;0;6;0;4;0;1;1;11;1;2;0;0;1;0;79;116;209;235
"'660110";"Garden or similar umbrellas (excl. beach tents)";11;102;377;578;710;505;482;33;291;116;174;117;35;102;49;60;60;33;84;234
"'482010";"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...";48;29;142;115;171;282;363;648;1408;1975;803;385;255;392;299;528;223;163;229;233
"'550932";"Multiple ""folded"" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by weight ...";2266;3194;2883;2481;671;1261;1826;2315;1639;2241;2002;1731;1425;902;1079;647;562;350;426;232
"'740610";"Copper powders, of non-lamellar structure (excl. grains of copper)";14;7;0;0;0;106;0;0;0;0;84;74;105;202;190;570;155;89;64;230
"'391239";"Cellulose ethers, in primary forms (excl. carboxymethylcellulose and its salts)";0;0;0;0;7;21;29;2;6;1;60;0;15;16;20;0;160;20;202;230
"'842620";"Tower cranes";13;0;0;15;16;47;1350;14;67;489;1401;1351;116;141;336;559;433;554;911;229
"'520822";"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...";0;0;0;6;221;132;223;183;297;57;73;10;59;612;181;76;37;224;47;229
"'460211";"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...";0;0;0;0;0;0;0;0;0;0;0;0;294;181;415;368;485;315;461;227
"'450110";"Natural cork, raw or simply prepared ""merely surface-worked or otherwise cleaned""";11502;5756;2138;1789;916;1348;480;719;749;1662;1492;1492;1135;1145;570;410;631;456;343;227
"'550992";"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...";0;0;0;51;10;21;0;0;0;0;0;0;14;40;183;1408;527;360;193;227
"'392620";"Articles of apparel and clothing accessories produced by the stitching or sticking together ...";78;51;92;260;339;357;492;244;154;135;322;221;152;82;108;88;116;1140;505;227
"'841330";"Fuel, lubricating or cooling medium pumps for internal combustion piston engine";39;23;19;18;88;103;107;151;261;227;108;235;112;184;278;183;187;338;364;226
"'731300";"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...";1;4;15;14;11;8;2;162;11;87;20;3;7;2;25;38;56;9;170;224
"'040390";"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...";0;0;1;1;0;0;15;148;135;43;5;11;106;42;7;12;17;683;21;224
"'390311";"Expansible polystyrene, in primary forms";0;0;0;0;47;22;0;0;11;157;143;142;79;0;19;30;28;7;165;223
"'871639";"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excl. ...";1;260;5;350;291;477;1259;1038;555;243;943;437;1110;2491;377;4350;822;966;263;223
"'040900";"Natural honey";1;1;7;18;6;38;45;28;137;99;80;68;200;315;123;274;273;239;147;222
"'391690";"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...";1747;1412;594;442;1125;1730;1526;2032;2503;1140;1633;2342;1327;2323;2383;2905;1918;2736;134;222
"'080450";"Fresh or dried guavas, mangoes and mangosteens";0;0;0;0;5;14;16;6;456;38;309;144;240;154;34;62;32;323;67;221
"'711790";"Imitation jewellery (excl. jewellery, of base metal, whether or not clad with silver, gold ...";3128;569;3227;4192;2723;2204;2250;2948;2645;2623;2673;2284;2307;1081;121;161;101;72;75;221
"'611699";"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...";337;423;689;815;195;102;61;52;69;42;7;37;50;128;43;50;48;30;58;220
"'050690";"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220
"'842641";"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excl. wheel-mounted ...";8;0;2;0;65;419;1568;2620;1492;483;728;318;192;0;97;0;146;1277;131;220
"'520622";"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and ...";0;0;0;56;78;130;8;0;0;64;115;161;82;94;99;132;512;363;0;219
"'080720";"Fresh pawpaws ""papayas""";0;0;2;0;0;0;0;0;0;0;0;1;4;9;1;5;69;257;170;219
"'030242";"Fresh or chilled anchovies ""Engraulis spp.""";0;0;0;0;0;0;0;0;0;0;0;0;38;0;65;53;0;521;629;218
"'960810";"Ball-point pens";30;21;96;214;186;237;91;194;136;293;415;449;472;552;591;631;1216;232;153;218
"'320649";"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...";17;5;124;37;89;108;217;262;86;193;239;366;71;44;173;76;123;123;187;218
"'830160";"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...";3567;233;74;630;86;87;251;102;122;76;179;122;163;167;170;498;176;100;194;217
"'902610";"Instruments and apparatus for measuring or checking the flow or level of liquids (excl. meters ...";1;37;16;7;54;28;5;18;41;58;56;76;389;44;72;167;577;531;469;217
"'281511";"Sodium hydroxide ""caustic soda"" solid";440;31;264;133;872;125;464;476;737;227;368;57;23;22;43;20;2;27;50;217
"'481820";"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...";0;0;112;62;100;265;194;563;84;25;422;15;30;4;36;155;75;44;122;217
"'030357";"Frozen swordfish ""Xiphias gladius""";0;0;0;0;0;0;0;0;0;0;0;0;157;247;314;479;421;210;185;216
"'600633";"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...";0;0;0;61;111;174;110;65;145;76;46;179;101;296;86;742;250;66;173;216
"'392321";"Sacks and bags, incl. cones, of polymers of ethylene";75;126;1495;188;1317;1745;4485;6525;5269;954;1011;1200;595;521;260;160;255;256;515;216
"'841939";"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...";0;1;15;7;4;18;0;1;240;9;293;140;11;21;6;8;52;26;112;214
"'520300";"Cotton, carded or combed";10;135;12;0;42;16;0;0;1;2;3;15;0;1;0;0;0;142;147;214
"'870893";"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...";672;711;751;615;484;435;704;317;325;324;192;204;164;257;288;587;509;368;530;214
"'681389";"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...";0;0;0;0;0;0;0;0;0;0;0;0;718;1346;982;925;625;326;486;211
"'730793";"Butt welding fittings of iron or steel (excl. cast iron or stainless steel products, and flanges)";0;0;3;0;0;0;13;1;4;0;3;0;9;1;6;26;6;10;152;210
"'581010";"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...";44;21;0;2;6;0;801;6;0;0;0;1;27;9;0;0;74;493;92;210
"'840690";"Parts of steam and other vapour turbines, n.e.s.";0;0;0;0;0;0;0;0;0;0;0;1381;0;0;0;0;0;208;0;210
"'690100";"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...";16;25;13;115;88;39;1;0;3;0;0;0;0;6;9;40;116;131;291;209
"'610832";"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excl. ...";6704;6630;4764;4145;5187;3978;2922;3945;4293;2612;2372;2452;1950;2461;1590;2068;1810;1713;1414;208
"'620822";"Women's or girls' nightdresses and pyjamas of man-made fibres (excl. knitted or crocheted, ...";3150;2833;3547;3559;2288;418;574;481;199;247;221;274;580;874;744;767;266;416;245;207
"'610322";"Men's or boys' ensembles of cotton, knitted or crocheted (excl. ski ensembles and swimwear)";845;1453;1399;1457;2497;3823;1143;1179;1033;609;477;59;6;23;2;3;26;11;872;207
"'071350";"Dried, shelled broad beans ""Vicia faba var. major"" and horse beans ""Vicia faba var. equina ...";1315;1451;1062;1331;1340;2052;3576;2151;2433;1475;2079;1708;2325;798;1790;3028;4127;682;1839;206
"'950450";"Video game consoles and machines (excl. operated by any means of payment)";0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;134;2;4;205
"'630291";"Toilet linen and kitchen linen of cotton (excl. of terry fabrics, floorcloths, polishing cloths, ...";41;726;210;285;218;274;83;203;114;108;99;197;102;108;82;95;133;145;237;204
"'200791";"Citrus fruit jams, jellies, marmalades, pur�es or pastes, obtained by cooking, whether or not ...";0;4;0;8;21;7;31;22;49;54;44;28;69;16;90;164;187;71;275;204
"'411410";"Chamois leather, incl. combination chamois leather (excl. glac�-tanned leather subsequently ...";0;0;0;7;114;525;240;38;173;13;0;42;218;63;1;129;93;95;225;204
"'960719";"Slide fasteners (excl. fitted with chain scoops of base metal)";556;400;193;423;839;478;561;695;214;226;178;400;382;342;206;323;481;230;308;203
